Department,JobRole,Attrition,MaritalStatus,EmployeeNumber,ï»¿Age,DailyRate,DistanceFromHome,Education,HourlyRate,JobInvolvement,JobLevel,MonthlyRate,NumCompaniesWorked,PercentSalaryHike,PerformanceRating,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,IndiceDeBurnout,IndiceDeSatisfacaoGeral,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Gender_Male,JobRole_TargetEncoded,MaritalStatus_TargetEncoded,EducationField_TargetEncoded,IndiceDeBurnout^2,MonthlyIncome^2,MonthlyIncome_X_IndiceDeBurnout,YearsAtCompany_X_IndiceDeBurnout,MonthlyIncome_X_IndiceDeSatisfacaoGeral,YearsAtCompany_X_IndiceDeSatisfacaoGeral,IndiceDeBurnout_X_IndiceDeSatisfacaoGeral
Sales,Sales Executive,No,Married,1070,54,1082,2,4,41,2,3,8392,6,11,3,1,13,4,4,7,0,4,2.6666666666666665,False,True,False,0.17484662576687046,0.12481426448736999,0.14686468646864687,16.0,114190596.0,42744.0,36.0,28496.0,24.0,10.666666666666666
Research & Development,Research Scientist,No,Married,1071,56,1240,9,3,63,3,1,12154,2,19,3,1,18,4,4,0,3,4,2.0,True,False,False,0.16095890410958943,0.12481426448736999,0.13577586206896552,16.0,8655364.0,11768.0,20.0,5884.0,10.0,8.0
Research & Development,Manufacturing Director,No,Single,1073,36,796,12,5,51,2,3,15669,0,11,3,0,15,2,8,7,8,4,3.3333333333333335,False,True,False,0.06896586105729074,0.2553191489361702,0.13577586206896552,16.0,78464164.0,35432.0,56.0,29526.666666666668,46.66666666666667,13.333333333333334
Research & Development,Manager,No,Single,1074,55,444,2,1,40,2,4,17323,7,15,3,0,31,3,7,6,2,5,2.0,False,False,True,0.04905041685272943,0.2553191489361702,0.13577586206896552,25.0,280763536.0,83780.0,45.0,33512.0,18.0,10.0
Sales,Sales Executive,No,Divorced,1076,43,415,25,3,79,2,3,5268,5,13,3,1,18,5,0,0,0,3,3.3333333333333335,False,True,True,0.17484662576687046,0.10091743119266336,0.13577586206896552,9.0,116596804.0,32394.0,3.0,35993.333333333336,3.3333333333333335,10.0
Sales,Sales Representative,Yes,Single,1077,20,769,9,3,54,3,1,17205,1,14,3,0,2,3,2,0,2,4,3.3333333333333335,True,False,False,0.3971571172349599,0.2553191489361702,0.22012573203437844,16.0,5396329.0,9292.0,8.0,7743.333333333334,6.666666666666667,13.333333333333334
Research & Development,Laboratory Technician,Yes,Single,1079,21,1334,10,3,36,2,1,17258,1,13,3,0,1,6,0,1,0,7,1.6666666666666667,False,True,False,0.23938223937897848,0.2553191489361702,0.14686468646864687,49.0,2005056.0,9912.0,7.0,2360.0,1.6666666666666667,11.666666666666668
Research & Development,Research Scientist,No,Divorced,1080,46,1003,8,4,74,2,2,21029,8,23,4,3,19,2,13,1,7,7,2.0,False,True,False,0.16095890410958943,0.10091743119266336,0.14686468646864687,49.0,21298225.0,32305.0,112.0,9230.0,32.0,14.0
Research & Development,Research Scientist,Yes,Married,1081,51,1323,4,4,34,3,1,10332,9,12,3,3,18,2,0,2,7,4,2.3333333333333335,False,True,True,0.16095890410958943,0.12481426448736999,0.14686468646864687,16.0,6056521.0,9844.0,40.0,5742.333333333334,23.333333333333336,9.333333333333334
Research & Development,Healthcare Representative,Yes,Single,1082,28,1366,24,2,72,2,3,12355,1,12,3,0,10,2,7,1,9,7,1.3333333333333333,False,False,True,0.06870368828064846,0.2553191489361702,0.24242313209808733,49.0,76073284.0,61054.0,70.0,11629.333333333332,13.333333333333332,9.333333333333332
Research & Development,Laboratory Technician,No,Married,1083,26,192,1,2,59,2,1,11141,1,16,3,2,6,2,3,1,3,6,1.0,False,True,True,0.23938223937897848,0.12481426448736999,0.13577586206896552,36.0,15642025.0,23730.0,30.0,3955.0,5.0,6.0
Research & Development,Manufacturing Director,No,Married,1084,30,1176,20,3,85,3,2,9096,0,15,3,1,7,1,2,0,2,7,2.3333333333333335,False,True,True,0.06896586105729074,0.12481426448736999,0.13420118338933018,49.0,99141849.0,69699.0,42.0,23233.0,14.0,16.333333333333336
Research & Development,Research Scientist,No,Married,1085,41,509,7,2,43,4,1,18863,1,13,3,0,10,3,6,0,8,4,2.6666666666666665,False,True,False,0.16095890410958943,0.12481426448736999,0.24242313209808733,16.0,11397376.0,13504.0,40.0,9002.666666666666,26.666666666666664,10.666666666666666
Research & Development,Healthcare Representative,No,Married,1088,38,330,17,1,65,2,3,24608,0,18,3,1,20,4,9,1,9,5,2.3333333333333335,False,True,False,0.06870368828064846,0.12481426448736999,0.14686468646864687,25.0,77845329.0,44115.0,95.0,20587.0,44.333333333333336,11.666666666666668
Research & Development,Healthcare Representative,No,Married,1092,40,1492,20,4,61,3,3,26542,4,20,4,1,14,6,10,11,1,3,3.0,False,True,True,0.06870368828064846,0.12481426448736999,0.24242313209808733,9.0,106543684.0,30966.0,33.0,30966.0,33.0,9.0
Research & Development,Laboratory Technician,No,Married,1094,27,1277,8,5,87,1,1,5869,1,19,3,3,3,4,2,1,2,4,2.6666666666666665,False,False,True,0.23938223937897848,0.12481426448736999,0.14686468646864687,16.0,21353641.0,18484.0,12.0,12322.666666666666,8.0,10.666666666666666
Research & Development,Manufacturing Director,No,Married,1096,55,1091,2,1,65,3,3,15813,3,18,3,1,23,4,2,1,2,5,2.6666666666666665,True,False,True,0.06896586105729074,0.12481426448736999,0.14686468646864687,25.0,120472576.0,54880.0,15.0,29269.333333333332,8.0,13.333333333333332
Research & Development,Research Scientist,No,Single,1097,28,857,10,3,59,3,2,7909,3,13,3,0,10,4,7,1,7,3,3.3333333333333335,False,True,False,0.16095890410958943,0.2553191489361702,0.13420118338933018,9.0,13395600.0,10980.0,24.0,12200.0,26.666666666666668,10.0
Human Resources,Human Resources,Yes,Married,1098,44,1376,1,2,91,2,3,2326,9,14,3,1,24,1,6,3,6,6,2.3333333333333335,False,True,True,0.22804546072229726,0.12481426448736999,0.13577586206896552,36.0,109872324.0,62892.0,120.0,24458.0,46.66666666666667,14.0
Research & Development,Healthcare Representative,No,Divorced,1099,33,654,5,3,34,2,3,21214,4,15,3,1,9,2,2,1,2,3,3.6666666666666665,False,True,True,0.06870368828064846,0.10091743119266336,0.14686468646864687,9.0,50680161.0,21357.0,9.0,26103.0,11.0,11.0
Sales,Sales Executive,Yes,Single,1100,35,1204,4,3,86,3,3,10333,0,22,4,0,9,2,7,4,7,7,2.0,False,True,True,0.17484662576687046,0.2553191489361702,0.24242313209808733,49.0,91814724.0,67074.0,56.0,19164.0,16.0,14.0
Research & Development,Research Scientist,Yes,Single,1101,33,827,29,4,54,2,2,3129,1,22,4,0,14,4,7,3,8,4,2.0,True,False,False,0.16095890410958943,0.2553191489361702,0.13577586206896552,16.0,20322064.0,18032.0,52.0,9016.0,26.0,8.0
Research & Development,Laboratory Technician,No,Divorced,1102,28,895,15,2,50,3,1,22482,1,16,3,1,4,5,2,2,2,5,2.6666666666666665,False,True,True,0.23938223937897848,0.10091743119266336,0.14686468646864687,25.0,4870849.0,11035.0,20.0,5885.333333333333,10.666666666666666,13.333333333333332
Research & Development,Healthcare Representative,No,Single,1103,34,618,3,1,45,3,2,22266,0,17,3,0,7,1,2,0,4,4,2.6666666666666665,True,False,True,0.06870368828064846,0.2553191489361702,0.14686468646864687,16.0,60155536.0,31024.0,24.0,20682.666666666664,16.0,10.666666666666666
Sales,Sales Executive,No,Divorced,1105,37,309,10,4,88,2,2,24223,2,14,3,3,8,5,0,0,0,4,3.6666666666666665,False,True,False,0.17484662576687046,0.10091743119266336,0.14686468646864687,16.0,44809636.0,26776.0,4.0,24544.666666666664,3.6666666666666665,14.666666666666666
Research & Development,Laboratory Technician,Yes,Married,1106,25,1219,4,1,32,3,1,4605,1,15,3,1,7,3,7,5,6,3,3.3333333333333335,False,True,True,0.23938223937897848,0.12481426448736999,0.24242313209808733,9.0,13623481.0,11073.0,21.0,12303.333333333334,23.333333333333336,10.0
Research & Development,Laboratory Technician,Yes,Divorced,1107,26,1330,21,3,37,3,1,19373,1,20,4,1,1,0,1,0,0,5,2.3333333333333335,False,True,True,0.23938223937897848,0.10091743119266336,0.13577586206896552,25.0,5650129.0,11885.0,5.0,5546.333333333334,2.3333333333333335,11.666666666666668
Research & Development,Research Scientist,Yes,Single,1108,33,1017,25,3,55,2,1,2993,4,20,4,0,5,0,2,2,2,6,1.6666666666666667,False,True,True,0.16095890410958943,0.2553191489361702,0.13577586206896552,36.0,5349969.0,13878.0,12.0,3855.0,3.3333333333333335,10.0
Research & Development,Manager,No,Married,1109,42,469,2,2,35,3,4,14399,0,17,3,1,23,3,6,13,7,6,3.0,False,True,True,0.04905041685272943,0.12481426448736999,0.13577586206896552,36.0,312052225.0,105990.0,132.0,52995.0,66.0,18.0
Research & Development,Laboratory Technician,Yes,Divorced,1111,28,1009,1,3,45,2,1,7160,1,15,3,2,1,2,0,0,0,5,1.3333333333333333,True,False,True,0.23938223937897848,0.10091743119266336,0.13577586206896552,25.0,6739216.0,12980.0,5.0,3461.333333333333,1.3333333333333333,6.666666666666666
Sales,Sales Executive,Yes,Single,1113,50,959,1,4,81,3,2,17251,3,14,3,0,5,4,0,0,0,5,3.6666666666666665,True,False,True,0.17484662576687046,0.2553191489361702,0.13420118338933018,25.0,22353984.0,23640.0,0.0,17336.0,0.0,18.333333333333332
Sales,Sales Executive,No,Married,1114,33,970,7,3,30,3,2,13401,0,17,3,1,4,3,2,0,2,5,3.0,True,False,False,0.17484662576687046,0.12481426448736999,0.14686468646864687,25.0,18507204.0,21510.0,15.0,12906.0,9.0,15.0
Research & Development,Research Scientist,No,Married,1115,34,697,3,4,40,2,1,22478,3,17,3,3,6,2,0,0,0,3,3.6666666666666665,False,False,True,0.16095890410958943,0.12481426448736999,0.14686468646864687,9.0,8874441.0,8937.0,0.0,10923.0,0.0,11.0
Research & Development,Manager,No,Single,1116,48,1262,1,4,35,4,4,16154,2,22,4,0,27,3,4,2,1,4,2.6666666666666665,False,False,True,0.04905041685272943,0.2553191489361702,0.13577586206896552,16.0,285103225.0,67540.0,20.0,45026.666666666664,13.333333333333332,10.666666666666666
Sales,Sales Executive,No,Married,1117,45,1050,9,4,65,2,2,17970,1,13,3,1,15,2,10,4,12,4,3.0,False,False,False,0.17484662576687046,0.12481426448736999,0.14686468646864687,16.0,31281649.0,22372.0,60.0,16779.0,45.0,12.0
Research & Development,Healthcare Representative,No,Single,1118,52,994,7,4,87,3,3,15322,7,19,3,0,18,4,6,4,0,5,2.6666666666666665,False,True,True,0.06870368828064846,0.2553191489361702,0.14686468646864687,25.0,109098025.0,52225.0,40.0,27853.333333333332,21.333333333333332,13.333333333333332
Sales,Sales Executive,No,Divorced,1119,38,770,10,4,73,2,3,5569,0,14,3,2,9,2,7,2,7,5,2.6666666666666665,False,True,True,0.17484662576687046,0.10091743119266336,0.22012573203437844,25.0,76387600.0,43700.0,40.0,23306.666666666664,21.333333333333332,13.333333333333332
Research & Development,Research Scientist,No,Divorced,1120,29,1107,28,4,93,3,1,26968,4,22,4,1,11,1,5,1,7,3,2.6666666666666665,False,True,False,0.16095890410958943,0.10091743119266336,0.14686468646864687,9.0,6320196.0,7542.0,21.0,6704.0,18.666666666666664,8.0
Research & Development,Manufacturing Director,No,Divorced,1121,28,950,3,3,93,3,3,8039,0,17,3,3,10,3,7,1,7,6,2.6666666666666665,False,True,False,0.06896586105729074,0.10091743119266336,0.13577586206896552,36.0,58599025.0,45930.0,54.0,20413.333333333332,24.0,16.0
Sales,Manager,No,Married,1124,46,406,3,1,52,3,4,15596,3,12,3,1,23,3,9,4,9,4,2.6666666666666665,False,True,True,0.04905041685272943,0.12481426448736999,0.22012573203437844,16.0,305026225.0,69860.0,48.0,46573.33333333333,32.0,10.666666666666666
Sales,Sales Executive,No,Single,1125,38,130,2,2,32,3,3,20619,7,16,3,0,10,2,0,0,0,5,3.0,False,True,True,0.17484662576687046,0.2553191489361702,0.22012573203437844,25.0,54037201.0,36755.0,5.0,22053.0,3.0,15.0
Research & Development,Manufacturing Director,No,Married,1126,43,1082,27,3,83,3,3,11535,8,11,3,1,18,1,7,0,1,6,2.3333333333333335,True,False,False,0.06896586105729074,0.12481426448736999,0.14686468646864687,36.0,117072400.0,64920.0,48.0,25246.666666666668,18.666666666666668,14.0
Research & Development,Healthcare Representative,Yes,Divorced,1127,39,203,2,3,84,3,4,13547,7,11,3,3,21,4,7,11,5,3,3.0,True,False,True,0.06870368828064846,0.10091743119266336,0.14686468646864687,9.0,148084561.0,36507.0,54.0,36507.0,54.0,9.0
Research & Development,Research Director,No,Single,1128,40,1308,14,3,44,2,5,17544,1,14,3,0,21,2,7,4,9,3,2.3333333333333335,False,True,True,0.02533683182797013,0.2553191489361702,0.13577586206896552,9.0,385179876.0,58878.0,60.0,45794.0,46.66666666666667,7.0
Research & Development,Research Scientist,No,Single,1131,21,984,1,1,70,2,1,25326,1,11,3,0,2,6,2,2,2,5,3.0,False,True,False,0.16095890410958943,0.2553191489361702,0.24242313209808733,25.0,4284900.0,10350.0,10.0,6210.0,6.0,15.0
Research & Development,Laboratory Technician,No,Single,1132,39,439,9,3,70,3,2,8770,9,15,3,0,9,2,4,0,3,6,2.6666666666666665,False,False,True,0.23938223937897848,0.2553191489361702,0.14686468646864687,36.0,45995524.0,40692.0,30.0,18085.333333333332,13.333333333333332,16.0
Research & Development,Manufacturing Director,No,Single,1133,36,217,18,4,78,3,2,23238,2,20,4,0,18,0,9,0,9,3,2.0,False,False,True,0.06896586105729074,0.2553191489361702,0.14686468646864687,9.0,60512841.0,23337.0,33.0,15558.0,22.0,6.0
Sales,Sales Representative,No,Married,1135,31,793,20,3,67,4,1,21981,0,12,3,1,3,4,2,2,2,3,2.6666666666666665,True,False,True,0.3971571172349599,0.12481426448736999,0.14686468646864687,9.0,7789681.0,8373.0,6.0,7442.666666666666,5.333333333333333,8.0
Research & Development,Research Scientist,No,Married,1136,28,1451,2,1,67,2,1,19911,0,17,3,0,6,2,3,0,4,7,1.3333333333333333,False,True,True,0.16095890410958943,0.12481426448736999,0.14686468646864687,49.0,10246401.0,22407.0,35.0,4268.0,6.666666666666666,9.333333333333332
Sales,Sales Executive,No,Divorced,1137,35,1182,11,2,54,3,2,18500,1,11,3,1,5,3,2,0,2,3,4.0,True,False,True,0.17484662576687046,0.10091743119266336,0.22012573203437844,9.0,24681024.0,14904.0,15.0,19872.0,20.0,12.0
Sales,Sales Executive,No,Married,1138,49,174,8,4,56,2,4,11879,6,17,3,1,22,3,8,2,3,5,2.6666666666666665,False,True,True,0.17484662576687046,0.12481426448736999,0.24242313209808733,25.0,172134400.0,65600.0,45.0,34986.666666666664,24.0,13.333333333333332
Research & Development,Manufacturing Director,No,Single,1140,34,1003,2,2,95,3,2,15834,2,11,3,0,5,3,2,0,2,5,3.6666666666666665,True,False,True,0.06896586105729074,0.2553191489361702,0.14686468646864687,25.0,16265089.0,20165.0,15.0,14787.666666666666,11.0,18.333333333333332
Research & Development,Research Scientist,No,Divorced,1143,29,490,10,3,61,3,1,17940,0,14,3,2,8,2,5,1,1,6,3.3333333333333335,True,False,False,0.16095890410958943,0.10091743119266336,0.14686468646864687,36.0,10830681.0,19746.0,42.0,10970.0,23.333333333333336,20.0
Research & Development,Laboratory Technician,No,Single,1148,42,188,29,3,56,1,2,9558,4,19,3,0,16,3,0,0,0,3,2.3333333333333335,False,True,True,0.23938223937897848,0.2553191489361702,0.13577586206896552,9.0,18249984.0,12816.0,3.0,9968.0,2.3333333333333335,7.0
Research & Development,Manufacturing Director,No,Married,1150,29,718,8,1,79,2,2,17689,1,15,3,1,10,2,7,1,2,5,3.0,False,True,True,0.06896586105729074,0.12481426448736999,0.13577586206896552,25.0,25563136.0,25280.0,50.0,15168.0,30.0,15.0
Human Resources,Human Resources,No,Married,1152,38,433,1,3,37,4,1,6004,1,13,3,1,7,2,6,5,0,3,3.3333333333333335,False,True,True,0.22804546072229726,0.12481426448736999,0.22673012399864786,9.0,8088336.0,8532.0,21.0,9480.0,23.333333333333336,10.0
Research & Development,Research Scientist,No,Divorced,1154,28,773,6,3,39,2,1,22088,1,14,3,1,3,2,1,0,2,5,3.3333333333333335,True,False,True,0.16095890410958943,0.10091743119266336,0.14686468646864687,25.0,7306209.0,13515.0,15.0,9010.0,10.0,16.666666666666668
Research & Development,Laboratory Technician,Yes,Single,1156,18,247,8,1,80,3,1,13556,1,12,3,0,0,0,0,0,0,4,3.3333333333333335,False,False,True,0.23938223937897848,0.2553191489361702,0.13577586206896552,16.0,3625216.0,7616.0,0.0,6346.666666666667,0.0,13.333333333333334
Sales,Sales Executive,Yes,Single,1157,33,603,9,4,77,3,2,18385,0,17,3,0,6,3,2,0,3,7,1.0,False,True,False,0.17484662576687046,0.2553191489361702,0.22012573203437844,49.0,67634176.0,57568.0,35.0,8224.0,5.0,7.0
Research & Development,Laboratory Technician,No,Married,1158,41,167,12,4,46,3,1,9051,3,11,3,1,6,4,0,0,0,4,2.3333333333333335,False,True,True,0.23938223937897848,0.12481426448736999,0.14686468646864687,16.0,22714756.0,19064.0,4.0,11120.666666666668,2.3333333333333335,9.333333333333334
Research & Development,Laboratory Technician,Yes,Married,1160,31,874,15,3,72,3,1,6233,1,12,3,1,2,5,2,2,2,5,3.0,True,False,True,0.23938223937897848,0.12481426448736999,0.13577586206896552,25.0,6812100.0,13050.0,10.0,7830.0,6.0,15.0
Research & Development,Healthcare Representative,No,Divorced,1161,37,367,25,2,52,2,2,17171,7,13,3,2,9,2,2,1,3,3,3.3333333333333335,False,True,False,0.06870368828064846,0.10091743119266336,0.13577586206896552,9.0,32844361.0,17193.0,18.0,19103.333333333336,20.0,10.0
Research & Development,Research Scientist,No,Married,1162,27,199,6,3,55,2,1,7950,1,13,3,1,4,0,2,2,2,4,3.3333333333333335,False,True,True,0.16095890410958943,0.12481426448736999,0.14686468646864687,16.0,6446521.0,10156.0,16.0,8463.333333333334,13.333333333333334,13.333333333333334
Sales,Sales Executive,No,Married,1163,34,1400,9,1,70,3,2,5829,1,20,4,0,6,3,5,1,3,5,2.0,False,True,False,0.17484662576687046,0.12481426448736999,0.14686468646864687,25.0,32649796.0,28570.0,30.0,11428.0,12.0,10.0
Human Resources,Human Resources,No,Single,1164,35,528,8,4,100,3,1,7108,1,17,3,0,6,2,4,1,4,6,2.6666666666666665,False,True,True,0.22804546072229726,0.2553191489361702,0.24242313209808733,36.0,18688329.0,25938.0,30.0,11528.0,13.333333333333332,16.0
Sales,Sales Executive,Yes,Married,1165,29,408,23,1,45,2,3,11162,1,13,3,1,11,3,8,3,10,8,2.0,False,True,False,0.17484662576687046,0.12481426448736999,0.14686468646864687,64.0,53816896.0,58688.0,88.0,14672.0,22.0,16.0
Research & Development,Research Director,No,Single,1166,40,593,9,4,88,3,3,13782,9,17,3,0,20,3,7,2,13,5,2.6666666666666665,True,False,False,0.02533683182797013,0.2553191489361702,0.13577586206896552,25.0,182223001.0,67495.0,90.0,35997.33333333333,48.0,13.333333333333332
Sales,Sales Executive,Yes,Single,1167,42,481,12,3,44,3,4,2447,0,12,3,0,22,2,9,13,14,8,2.0,True,False,True,0.17484662576687046,0.2553191489361702,0.14686468646864687,64.0,189282564.0,110064.0,168.0,27516.0,42.0,16.0
Sales,Sales Executive,No,Single,1171,42,647,4,4,45,3,2,2253,7,13,3,0,9,3,4,1,5,5,2.3333333333333335,False,True,True,0.17484662576687046,0.2553191489361702,0.22012573203437844,25.0,26574025.0,25775.0,30.0,12028.333333333334,14.0,11.666666666666668
Research & Development,Laboratory Technician,No,Married,1172,35,982,1,4,58,2,1,16340,6,12,3,1,10,2,0,1,7,4,3.0,False,True,True,0.23938223937897848,0.12481426448736999,0.13577586206896552,16.0,5098564.0,9032.0,32.0,6774.0,24.0,12.0
Research & Development,Laboratory Technician,No,Single,1173,24,477,24,3,49,3,1,6409,8,22,4,0,6,2,3,1,2,5,3.3333333333333335,False,True,True,0.23938223937897848,0.2553191489361702,0.13577586206896552,25.0,12938409.0,17985.0,20.0,11990.0,13.333333333333334,16.666666666666668
Research & Development,Laboratory Technician,Yes,Married,1175,28,1485,12,1,79,3,1,22955,1,11,3,0,1,4,1,0,0,5,3.6666666666666665,False,True,False,0.23938223937897848,0.12481426448736999,0.14686468646864687,25.0,6325225.0,12575.0,5.0,9221.666666666666,3.6666666666666665,18.333333333333332
Research & Development,Laboratory Technician,No,Married,1177,26,1384,3,4,82,4,1,13421,1,22,4,1,8,2,7,0,7,3,2.3333333333333335,False,True,True,0.23938223937897848,0.12481426448736999,0.13577586206896552,9.0,19536400.0,13260.0,24.0,10313.333333333334,18.666666666666668,7.0
Sales,Sales Executive,No,Married,1179,30,852,10,3,72,2,2,2706,1,18,3,1,10,3,3,1,4,4,2.3333333333333335,False,True,True,0.17484662576687046,0.12481426448736999,0.22012573203437844,16.0,43270084.0,26312.0,40.0,15348.666666666668,23.333333333333336,9.333333333333334
Research & Development,Research Scientist,No,Married,1180,40,902,26,2,92,2,2,21203,3,13,3,1,16,3,1,0,0,6,3.6666666666666665,True,False,False,0.16095890410958943,0.12481426448736999,0.13577586206896552,36.0,19554084.0,26532.0,6.0,16214.0,3.6666666666666665,22.0
Research & Development,Manufacturing Director,No,Divorced,1182,35,819,2,3,44,2,3,19588,2,18,3,1,15,2,7,6,4,4,2.3333333333333335,False,True,True,0.06896586105729074,0.10091743119266336,0.14686468646864687,16.0,105555076.0,41096.0,28.0,23972.666666666668,16.333333333333336,9.333333333333334
Research & Development,Healthcare Representative,No,Single,1184,34,669,1,3,97,2,2,25755,0,20,4,0,14,3,9,4,9,6,2.6666666666666665,True,False,True,0.06870368828064846,0.2553191489361702,0.13577586206896552,36.0,28547649.0,32058.0,78.0,14248.0,34.666666666666664,16.0
Research & Development,Laboratory Technician,No,Married,1185,35,636,4,4,47,2,1,26537,1,13,3,1,2,2,2,2,2,2,3.3333333333333335,True,False,True,0.23938223937897848,0.12481426448736999,0.13420118338933018,4.0,5645376.0,4752.0,4.0,7920.0,6.666666666666667,6.666666666666667
Sales,Sales Executive,Yes,Single,1188,43,1372,9,3,85,1,2,9489,8,13,3,0,7,2,3,1,3,5,2.0,False,True,False,0.17484662576687046,0.2553191489361702,0.22012573203437844,25.0,28579716.0,26730.0,20.0,10692.0,8.0,10.0
Sales,Sales Representative,No,Divorced,1190,32,862,2,1,76,3,1,14947,1,12,3,3,1,3,0,0,0,6,2.3333333333333335,False,False,False,0.3971571172349599,0.10091743119266336,0.14686468646864687,36.0,7991929.0,16962.0,6.0,6596.333333333334,2.3333333333333335,14.0
Research & Development,Manager,No,Divorced,1191,56,718,4,4,92,3,5,18575,4,13,3,1,28,2,2,4,2,6,3.0,False,True,False,0.04905041685272943,0.10091743119266336,0.24242313209808733,36.0,397723249.0,119658.0,30.0,59829.0,15.0,18.0
Research & Development,Laboratory Technician,No,Married,1192,29,1401,6,1,54,3,1,26342,1,13,3,1,10,5,8,0,8,3,2.3333333333333335,False,True,False,0.23938223937897848,0.12481426448736999,0.13577586206896552,9.0,9803161.0,9393.0,30.0,7305.666666666667,23.333333333333336,7.0
Research & Development,Research Scientist,No,Single,1193,19,645,9,2,54,3,1,7172,1,25,4,0,1,4,1,0,0,6,2.3333333333333335,False,True,True,0.16095890410958943,0.2553191489361702,0.14686468646864687,36.0,6512704.0,15312.0,6.0,5954.666666666667,2.3333333333333335,14.0
Research & Development,Research Scientist,No,Married,1195,45,1457,7,3,83,3,1,20100,4,19,3,1,7,2,2,0,2,6,2.3333333333333335,False,True,False,0.16095890410958943,0.12481426448736999,0.13577586206896552,36.0,20043529.0,26862.0,18.0,10446.333333333334,7.0,14.0
Research & Development,Manufacturing Director,No,Married,1196,37,977,1,3,56,2,2,9961,1,13,3,1,14,2,8,3,11,4,3.3333333333333335,False,True,False,0.06896586105729074,0.12481426448736999,0.14686468646864687,16.0,41912676.0,25896.0,56.0,21580.0,46.66666666666667,13.333333333333334
Research & Development,Laboratory Technician,No,Single,1198,20,805,3,3,87,2,1,12828,1,12,3,0,2,2,2,1,2,5,1.6666666666666667,False,True,True,0.23938223937897848,0.2553191489361702,0.14686468646864687,25.0,9199089.0,15165.0,10.0,5055.0,3.3333333333333335,8.333333333333334
Research & Development,Research Scientist,Yes,Single,1200,44,1097,10,4,96,3,1,10826,1,11,3,0,6,4,4,0,2,5,3.0,False,True,True,0.16095890410958943,0.2553191489361702,0.14686468646864687,25.0,8620096.0,14680.0,30.0,8808.0,18.0,15.0
Research & Development,Manager,No,Divorced,1201,53,1223,7,2,50,3,5,18640,3,18,3,1,26,6,7,4,7,4,3.0,False,True,False,0.04905041685272943,0.10091743119266336,0.13577586206896552,16.0,346183236.0,74424.0,28.0,55818.0,21.0,12.0
Research & Development,Research Scientist,No,Married,1202,29,942,15,1,69,1,1,26933,0,18,3,1,6,2,4,1,3,5,2.3333333333333335,False,True,False,0.16095890410958943,0.12481426448736999,0.14686468646864687,25.0,4700224.0,10840.0,25.0,5058.666666666667,11.666666666666668,11.666666666666668
Research & Development,Research Scientist,Yes,Married,1203,22,1256,3,4,48,2,1,4223,0,11,3,1,1,5,0,0,0,4,3.0,True,False,True,0.16095890410958943,0.12481426448736999,0.14686468646864687,16.0,8139609.0,11412.0,0.0,8559.0,0.0,12.0
Sales,Manager,No,Married,1204,46,1402,2,3,69,3,4,24097,8,23,4,0,28,2,15,15,9,6,1.6666666666666667,False,True,False,0.04905041685272943,0.12481426448736999,0.22012573203437844,36.0,290634304.0,102288.0,156.0,28413.333333333336,43.333333333333336,10.0
Research & Development,Research Scientist,No,Single,1206,44,111,17,3,74,1,1,4279,2,13,3,0,6,3,0,0,0,4,3.6666666666666665,False,False,True,0.16095890410958943,0.2553191489361702,0.14686468646864687,16.0,5244100.0,9160.0,0.0,8396.666666666666,0.0,14.666666666666666
Human Resources,Human Resources,No,Married,1207,33,147,2,3,99,3,1,8429,1,13,3,1,5,2,4,1,4,4,3.0,False,True,True,0.22804546072229726,0.12481426448736999,0.22673012399864786,16.0,12960000.0,14400.0,20.0,10800.0,15.0,12.0
Research & Development,Research Scientist,Yes,Divorced,1210,41,906,5,2,95,2,1,20293,6,17,3,1,5,2,0,0,0,8,1.0,False,False,True,0.16095890410958943,0.10091743119266336,0.14686468646864687,64.0,4439449.0,16856.0,8.0,2107.0,1.0,8.0
Sales,Sales Executive,No,Divorced,1211,30,1329,29,4,61,3,2,13192,8,19,3,3,8,3,3,0,3,6,2.3333333333333335,False,True,True,0.17484662576687046,0.10091743119266336,0.14686468646864687,36.0,16933225.0,24690.0,24.0,9601.666666666668,9.333333333333334,14.0
Sales,Sales Executive,No,Married,1212,40,1184,2,4,62,3,2,25440,5,12,3,3,5,2,0,0,0,5,2.6666666666666665,True,False,True,0.17484662576687046,0.12481426448736999,0.13577586206896552,25.0,18722929.0,21635.0,0.0,11538.666666666666,0.0,13.333333333333332
Research & Development,Manager,No,Married,1215,50,1421,2,3,30,3,4,9490,2,22,4,1,32,3,2,2,2,6,2.6666666666666665,True,False,False,0.04905041685272943,0.12481426448736999,0.13577586206896552,36.0,318836736.0,107136.0,12.0,47616.0,5.333333333333333,16.0
Research & Development,Laboratory Technician,No,Married,1216,28,1179,19,4,78,2,1,12449,1,12,3,3,6,2,5,3,3,6,2.6666666666666665,False,True,True,0.23938223937897848,0.12481426448736999,0.13577586206896552,36.0,10214416.0,19176.0,36.0,8522.666666666666,16.0,16.0
Research & Development,Research Director,No,Married,1217,46,1450,15,2,52,3,5,10849,5,11,3,1,25,2,2,0,3,5,2.3333333333333335,False,True,True,0.02533683182797013,0.12481426448736999,0.14686468646864687,25.0,364084561.0,95405.0,20.0,44522.333333333336,9.333333333333334,11.666666666666668
